Name,long,lat
Sig 9010690,-93.47780499999999,45.13149200000004
Sig 9029984,-93.35488699999996,45.13384400000007
Sig 9010695,-93.47379899999999,45.13429900000006
Sig 9021100,-93.40217199999995,45.13764100000003
Sig 9029993,-93.36561099999994,45.15199800000005
Sig 8051400,-93.50006324899994,44.83481458200004
Sig 8037200,-93.48080699999997,44.83808700000003
Sig 8048500,-93.47549599999996,44.83731500000005
Sig 8052000,-93.46586499999995,44.83429100000006
Sig 8057300,-93.44554599999998,44.82859100000007
Sig 8037300,-93.42938999999996,44.82953500000008
Sig 8052100,-93.41917799899994,44.82691900000003
Sig 8037400,-93.40877099999994,44.82237300000003
Sig 21782,-93.40115199999997,44.81957800000004
Sig 38256,-93.39950799999997,44.81872200000004
Sig 38257,-93.39772599999998,44.81900900000005
Sig 21822,-93.39687199999997,44.80789800000008
Sig 8024900,-93.38329899999997,44.80816900000008
Sig 8029400,-93.37591299899998,44.80814000000004
Sig 8029500,-93.36789999999996,44.80811900000003
Sig 8044600,-93.35855499999997,44.80803100000003
Sig 8018400,-93.35082899999998,44.80802800000004
Sig 8008400,-93.33004099999994,44.81015100000008
Sig 8022400,-93.31913199899998,44.81341000000003
Sig 8020400,-93.30883100099999,44.81871200000006
Sig 8055700,-93.30354699999998,44.82304400000004
Sig 8029700,-93.29830199999998,44.82598200000007
Sig 8029800,-93.29360599999995,44.82650500000005
Sig 8029900,-93.29106699999994,44.82649700000007
Sig 8004500,-93.28835499999997,44.82601000000005
Sig 8016500,-93.28674799999999,44.82609400000007
Sig 8031000,-93.28534899999994,44.82611700000007
Sig 8006600,-93.27834599999994,44.82659200000006
Sig 8012900,-93.26848899999999,44.82605800000005
Sig 8023500,-93.25920999999994,44.82882100000006
Sig 9019900,-93.24817099999996,44.83744000000007
Sig 21275,-93.24271199999998,44.84225800000007
Sig 9019800,-93.23904770199994,44.84809908900007
Sig 9019700,-93.23721099999995,44.85150300000004
Sig 9020100,-93.23730699999999,44.85319900000007
Sig 9019600,-93.23717699999997,44.85538200000008
Sig 9019500,-93.23812845599997,44.85714928000004
Sig 9019400,-93.23817899899996,44.85925000000003
Sig 9019300,-93.23807899999997,44.85993700000006
Sig 21679,-93.23790199999996,44.86249200000003
Sig 8031900,-93.48303200099997,44.90360800000008
Sig 8043900,-93.46796799999998,44.90339900000004
Sig 8017500,-93.46498899999995,44.90448600000008
Sig 8018200,-93.44730399999997,44.91572900000006
Sig 8006400,-93.42774899999995,44.92061000000007
Sig 8023900,-93.42171400099994,44.92112500000007
Sig 8006800,-93.41467099999994,44.92105700000008
Sig 8023100,-93.40993799999995,44.92136400000004
Sig 8016600,-93.40661999899999,44.92220300000008
Sig 8022600,-93.40299599999997,44.92270100000007
Sig 8022500,-93.39922699999994,44.92393800000008
Sig 8056200,-93.39583799999997,44.92483600000003
Sig 8002000,-93.38560174399998,44.92550715100003
Sig 8020300,-93.37588999999997,44.92638800000003
Sig 8014400,-93.36526699999996,44.92741400000006
Sig 8005600,-93.36109299999998,44.92687000000006
Sig 8044300,-93.35205532999998,44.92940147700006
Sig 8044100,-93.34861499999994,44.93049700000006
Sig 8044200,-93.34589600099997,44.93175500000007
Sig 8032900,-93.34324999999995,44.93258400000008
Sig 8057910,-93.33982799999995,44.93313900000004
Sig 8033000,-93.33681699999994,44.93423800000005
Sig 8035600,-93.32926500099995,44.94010500000007
Sig 330,-93.32321799999994,44.94493500000004
Sig 228,-93.32136099999997,44.94683800000007
Sig 62,-93.32065099899995,44.94731800000005
Sig 367,-93.31628999999998,44.94881800000007
Sig 601,-93.31386599999996,44.94961400000005
Sig 591,-93.30530704399996,44.94859351600007
Sig 45,-93.30203399999994,44.94851700000004
Sig 291,-93.30102099999999,44.94846300000006
Sig 191,-93.29852499999998,44.94845600000008
Sig 192,-93.29721699999999,44.94845400000003
Sig 194,-93.29438200099997,44.94850600000007
Sig 670,-93.29082699999998,44.94846100000007
Sig 238,-93.28834499899995,44.94844600000005
Sig 277,-93.28437299899997,44.94850800000006
Sig 988,-93.28127399999994,44.94850900000006
Sig 581,-93.27956999999998,44.94851800000004
Sig 452,-93.27813699899997,44.94845200000003
Sig 60,-93.27657699999997,44.94852100000003
Sig 457,-93.27547899999996,44.94851800000004
Sig 417,-93.27404399899996,44.94851500000004
Sig 458,-93.27302699999996,44.94845300000003
Sig 806,-93.27048599999995,44.94844700000004
Sig 184,-93.26730999999995,44.94844500000005
Sig 185,-93.26503599999995,44.94841200000008
Sig 812,-93.26256099999995,44.94851900000003
Sig 923,-93.26149899999996,44.94823800000006
Sig 8021200,-93.32921299999998,44.87956900000006
Sig 8021100,-93.32919499999997,44.88180300000005
Sig 8002400,-93.32948899999997,44.88374000000005
Sig 8005700,-93.32917599999996,44.88590800000003
Sig 8011200,-93.32918761599996,44.88669251100004
Sig 8011100,-93.32879982699995,44.88754804100006
Sig 8009500,-93.32922347599998,44.89813234100006
Sig 800950004,-93.32913573099995,44.89799118800005
Sig 984,-93.32912799999997,44.90517400000004
Sig 912,-93.32888999999994,44.91066000000006
Sig 11,-93.32897099999997,44.91267600000003
Sig 899,-93.32897999899996,44.91358100000008
Sig 985,-93.32900899899994,44.92193200000003
Sig 917,-93.32895099999996,44.92253200000005
Sig 20133,-93.56773299999998,44.89844400000004
Sig 8039100,-93.56970199899996,44.89964700000007
Sig 8054100,-93.58908199999996,44.90051200000005
Sig 8055400,-93.65563797799996,44.99323496800008
Sig 8043700,-93.63543600099996,45.05388600000003
Sig 20849,-93.63580799999994,45.06518900000003
Sig 8011500,-93.38543499999997,44.92967300000004
Sig 8020100,-93.38542198599998,44.93412342100004
Sig 20145,-93.38538906199994,44.93543273100005
Sig 8054400,-93.50710299899998,45.01475900000003
Sig 8051500,-93.49537800099995,45.01919900000007
Sig 8049800,-93.49500899899994,45.02020400000004
Sig 21915,-93.49287599999997,45.02256300000005
Sig 38028,-93.34615440499994,44.94419200700003
Sig 8033100,-93.34008700099997,44.94562800000006
Sig 949,-93.32863199999997,44.94819500000006
Sig 19,-93.32634499999995,44.94838600000003
Sig 16,-93.32046999999994,44.94857400000006
Sig 8039900,-93.22703699999994,45.03586300000006
Sig 803,-93.26022200099999,44.94851400000005
Sig 814,-93.25894799999998,44.94850700000006
Sig 674,-93.25648999999999,44.94844600000005
Sig 485,-93.25239400099997,44.94852600000007
Sig 808,-93.25014500099996,44.94845000000004
Sig 623,-93.24241100099994,44.94854400000003
Sig 439,-93.24017099999998,44.94825200000002
Sig 39825,-93.23768899999999,44.94861500000007
Sig 127,-93.23609999999996,44.94825800000007
Sig 342,-93.23338399999994,44.94846600000005
Sig 344,-93.23175399999997,44.94845600000008
Sig 109,-93.22718099999997,44.94823900000006
Sig 872,-93.22441199999997,44.94822600000003
Sig 115,-93.22048300099999,44.94821500000006
Sig 116,-93.21663299899996,44.94821400000006
Sig 26,-93.21281399999998,44.94820600000003
Sig 871,-93.21025699999996,44.94820700000002
Sig 29,-93.20573399999995,44.94850400000007
Sig 8049500,-93.48308999999995,44.84616800000003
Sig 8048100,-93.48410899999999,44.84965400000004
Sig 9029720,-93.48443499999996,44.85084700000004
Sig 9029730,-93.48497199999997,44.85313000000008
Sig 8049400,-93.48512099999994,44.85780800000003
Sig 8049700,-93.48570499899995,44.86109800000003
Sig 20081,-93.48501400099997,44.86250700000005
Sig 8038100,-93.48502599999995,44.86358900000005
Sig 8024000,-93.48588899999999,44.86915300000004
Sig 8048800,-93.48589199999998,44.87222100000008
Sig 8044000,-93.46868099899996,44.89391500000005
Sig 8004800,-93.50247699999994,44.94181600000007
Sig 8019700,-93.46701899999994,44.93813800000004
Sig 801970005,-93.46530100099994,44.93828300000007
Sig 8020600,-93.45769899999999,44.94071100000008
Sig 8045200,-93.45447099999996,44.94117000000006
Sig 8042500,-93.44886800099994,44.94061500000004
Sig 8023800,-93.44579299999998,44.94132400000007
Sig 8028800,-93.44171299999994,44.94211400000006
Sig 8052800,-93.42142399999994,44.94486500000005
Sig 21505,-93.40138199999996,44.94586500000003
Sig 21503,-93.39986099999999,44.94654700000007
Sig 8001000,-93.38080499999995,44.94914000000006
Sig 8001100,-93.37070500099998,44.94914800000004
Sig 8005400,-93.36563199899996,44.94943600000005
Sig 8001200,-93.36073699999997,44.94933300000008
Sig 8001300,-93.34966764199999,44.94879641200004
Sig 8018500,-93.34696738499997,44.94868621700004
Sig 8001400,-93.34013499899999,44.94856600000003
Sig 8016700,-93.33260799999994,44.94826700000004
Sig 8033200,-93.33067334599997,44.94776279600006
Sig 381,-93.28829399999995,44.96278000000007
Sig 49,-93.27928099899998,44.96261200000004
Sig 98,-93.27772200099997,44.96283100000005
Sig 833,-93.27685399999996,44.96277200000003
Sig 236,-93.27285299999994,44.96257600000007
Sig 254,-93.27142699999996,44.96256500000004
Sig 161,-93.27029214499998,44.96255582500004
Sig 347,-93.26890563899997,44.96255162400007
Sig 187,-93.26747399999994,44.96262500000006
Sig 256,-93.26490199999995,44.96263300000004
Sig 489,-93.26267599999994,44.96253600000006
Sig 491,-93.25831399999998,44.96258400000005
Sig 492,-93.25600999999995,44.96265800000003
Sig 869,-93.25379799999996,44.96267800000004
Sig 845,-93.25214329799996,44.96268499500007
Sig 210,-93.24852099999998,44.96232500000008
Sig 938,-93.24101799999994,44.96260200000006
Sig 106,-93.23307600099997,44.96290200000004
Sig 800,-93.22993299999996,44.96264500000007
Sig 114,-93.22672499999999,44.96269100000006
Sig 136,-93.22086799999994,44.96449800000005
Sig 389,-93.22021399999994,44.97053200000005
Sig 8050100,-93.66586599999994,44.99318500000004
Sig 38329,-93.61815699999994,44.99212200000005
Sig 38330,-93.61646099999996,44.99366900000007
Sig 8055950,-93.58387940899996,44.99865638400007
Sig 8035300,-93.50244599999996,44.99537200000003
Sig 8029300,-93.49139299999996,44.99480600000004
Sig 8023300,-93.48170699999997,44.99482500000005
Sig 8038400,-93.47186299999998,44.99714300000005
Sig 8028000,-93.46124399999997,44.99686400000007
Sig 9018900,-93.45989999999995,44.99645500000003
Sig 9019000,-93.45647799999995,44.99652200000003
Sig 8048600,-93.45416499999999,44.99655100000007
Sig 8020700,-93.45140099999998,44.99646400000006
Sig 20857,-93.44202200099994,44.99915700000003
Sig 8000400,-93.33978999999994,45.03151500000007
Sig 8001500,-93.36042199999997,45.04995400000007
Sig 8018600,-93.36283699999996,45.05174000000005
Sig 8000100,-93.36563099999995,45.05440300000004
Sig 8048400,-93.36685799999998,45.05610100000007
Sig 8018700,-93.37521763999996,45.06583928700007
Sig 8023700,-93.37574099999995,45.06903200000005
Sig 8034300,-93.37717081199997,45.08395931600006
Sig 8027200,-93.37529800099998,45.08391000000006
Sig 8055300,-93.48934100099996,45.02378000000004
Sig 8051100,-93.48148599999996,45.02676200000008
Sig 8055200,-93.47433400099999,45.02889200000004
Sig 8032100,-93.46081999999996,45.02902600000004
Sig 8038700,-93.45682900099996,45.02900900000003
Sig 8056800,-93.45414599999998,45.02877700000005
Sig 8056850,-93.45123999899994,45.02794500000005
Sig 8038600,-93.44847699999997,45.02776100000005
Sig 8027000,-93.44503799999995,45.02866500000005
Sig 8024800,-93.43454699999995,45.03260900000004
Sig 8020900,-93.42108899999994,45.03295900000006
Sig 8025200,-93.40886899999998,45.03347900000006
Sig 8036300,-93.39569999999998,45.03377500000005
Sig 8012100,-93.39054999999996,45.03356700000006
Sig 8020800,-93.38504799999998,45.03269600000004
Sig 8006200,-93.38048199999997,45.03297300000003
Sig 8019600,-93.37651399999999,45.03270200000003
Sig 8035800,-93.37284399999999,45.03305300000005
Sig 8000300,-93.35995999999994,45.03293100000008
Sig 8007000,-93.35606199999995,45.03210100000007
Sig 9029997,-93.34986599999996,45.03122600000006
Sig 9029996,-93.34589099999994,45.03124800000006
Sig 8034000,-93.33836599999995,45.03247000000005
Sig 8006300,-93.33237899999995,45.03597300000007
Sig 8056000,-93.54279799999995,45.09336700000006
Sig 8057820,-93.51756499999999,45.08583800000008
Sig 8057825,-93.51335499999999,45.08322000000004
Sig 8056050,-93.50179800099994,45.08261100000004
Sig 8053400,-93.48724399999998,45.08447900000004
Sig 8052700,-93.47761499999996,45.08159200000006
Sig 8036200,-93.45086499899998,45.06966600000004
Sig 9020200,-93.44864799999999,45.06758000000008
Sig 9020300,-93.44677499999995,45.06662500000004
Sig 8031600,-93.44433899999996,45.06568000000004
Sig 8040300,-93.44066199999997,45.06456700000007
Sig 8024100,-93.42083299999996,45.05864300000007
Sig 8038800,-93.40798799999999,45.05868300000003
Sig 8043800,-93.39476899999994,45.05838300000005
Sig 8015500,-93.39081799999997,45.05760100000003
Sig 8009200,-93.38034400099997,45.05527000000006
Sig 8012200,-93.37331599999999,45.05478600000004
Sig 8013100,-93.36796499999997,45.05454400000008
Sig 8029100,-93.36216799999994,45.05452900000006
Sig 8034100,-93.35840599999995,45.05433000000005
Sig 8021000,-93.34500800099994,45.05364400000008
Sig 8005200,-93.32067499999994,45.05910500000005
Sig 8015600,-93.31744299999997,45.05938800000007
Sig 8013500,-93.31339299999996,45.05910000000006
Sig 9010770,-93.30968299999995,45.05886100000004
Sig 9010775,-93.30811699999998,45.05863200000005
Sig 8031800,-93.34160572899998,45.10857668500006
Sig 8057925,-93.33749899999998,45.11665800000003
Sig 9010780,-93.33564800099998,45.12559400000004
Sig 8057250,-93.33563199999998,45.12661100000003
Sig 8057915,-93.33618399899996,45.13072800000003
Sig 8057940,-93.33723399999997,45.13766500000003
Sig 8057050,-93.36074599999995,45.17034900000004
Sig 21523,-93.39699564099999,45.18905236100005
Sig 8035000,-93.52177132799994,45.16959894500008
Sig 8057835,-93.52736700099996,45.19597100000004
Sig 8038500,-93.52650717499995,45.20984554100005
Sig 8025700,-93.35602899899999,45.09430100000003
Sig 8019800,-93.35614899999996,45.09529300000003
Sig 8023200,-93.35638599999999,45.10442000000006
Sig 8016800,-93.35677899999996,45.10844300000008
Sig 8051000,-93.35623899999996,45.11623700000007
Sig 8032000,-93.35593899999998,45.12306800000005
Sig 9010795,-93.35602399999999,45.12643800000006
Sig 9010790,-93.35598599999997,45.12931400000008
Sig 8055100,-93.35657299999997,45.13307600000007
Sig 8039800,-93.36025099999995,45.15172500000006
Sig 8057000,-93.36048099999994,45.16160100000008
Sig 8036600,-93.66593399899995,44.93773100000004
Sig 8017200,-93.63201499899998,44.93545300000005
Sig 8031700,-93.62618499999996,44.93493200000006
Sig 8013200,-93.60792343699995,44.93475572800003
Sig 8046900,-93.49359499999997,44.97099500000007
Sig 8046500,-93.49611019499997,44.96430713500007
Sig 8012000,-93.32969699999995,44.81904300000008
Sig 8010100,-93.32872922399997,44.84200446800003
Sig 8007100,-93.32939299999998,44.85158600000005
Sig 8016200,-93.32944299999997,44.85561600000005
Sig 8027700,-93.32938599999994,44.85709500000007
Sig 8027600,-93.32933299999996,44.86016100000006
Sig 8030000,-93.32848199899996,44.86147200000005
Sig 8009600,-93.32854016299996,44.86569458700006
Sig 8015800,-93.32923700099997,44.86834600000003
Sig 8024400,-93.32933799999995,44.87120900000008
Sig 8016300,-93.32930699899998,44.87394900000004
Sig 8006500,-93.32929361199996,44.87620610700003
Sig 8002600,-93.32924099999997,44.87838400000004
Sig 22230,-93.43392299999994,44.86901300000005
Sig 22231,-93.43198799999999,44.86874500000005
Sig 8051300,-93.42521599999998,44.86920200000003
Sig 21606,-93.42057399999999,44.86674300000004
Sig 20866,-93.37058199999996,44.98348000000004
Sig 8050900,-93.35145399899994,44.97794600000003
Sig 21380,-93.34497999899997,44.97730300000006
Sig 22436,-93.34310899999997,44.97725100000008
Sig 8,-93.29341499999998,44.94845900000007
Sig 978,-93.29438799899998,44.94929500000006
Sig 977,-93.29711099999997,44.94915100000003
Sig 495,-93.29808199999997,44.94920000000008
Sig 440,-93.30072400099999,44.94917000000004
Sig 962,-93.30535099999997,44.94908300000003
Sig 38817,-93.67404621499998,44.89220879500004
Sig 8057700,-93.52174699999995,45.06543800000003
Sig 8057960,-93.50198817399996,45.06195664300003
Sig 8056700,-93.48151799999994,45.06443200000007
Sig 8050200,-93.44230499999998,45.06067700000006
Sig 343,-93.23417399999994,44.94854400000003
Sig 44,-93.23446799999994,44.96262500000006
Sig 21872,-93.73280499999998,45.08498400000008
Sig 8007400,-93.27868299999994,44.84055200000006
Sig 8012800,-93.27815300099996,44.84786500000007
Sig 8021900,-93.27898599999997,44.85168100000004
Sig 8013000,-93.27822500099995,44.85489200000006
Sig 8018900,-93.27759199999997,44.85938500000003
Sig 21685,-93.27811700099994,44.86109800000003
Sig 21684,-93.27810799999997,44.86238400000008
Sig 8044500,-93.27849999999995,44.86398400000007
Sig 8004300,-93.27811699999995,44.86536300000006
Sig 8004200,-93.27830400099998,44.87606400000004
Sig 8007500,-93.27797999999996,44.88158800000008
Sig 8003600,-93.27844799999997,44.88567800000004
Sig 9999987,-93.27793299999996,44.89240600000005
Sig 657,-93.26764399899997,44.98297200000007
Sig 658,-93.26631099999997,44.98383500000006
Sig 465,-93.25927799999994,44.98683800000003
Sig 151,-93.25757034599997,44.98748673700004
Sig 9999990,-93.25616099999996,44.98801200000003
Sig 471,-93.25511599899994,44.98834200000005
Sig 883,-93.25355199899997,44.98881700000004
Sig 319,-93.24786999999998,44.99081300000006
Sig 470,-93.23743399999995,44.99163100000004
Sig 257,-93.23578799999996,44.99168900000006
Sig 104,-93.23071099999999,44.99132900000006
Sig 149,-93.22694799999994,44.99119100000007
Sig 9999986,-93.22546199999994,44.99155300000007
Sig 624,-93.22395637699998,44.99140070900006
Sig 177,-93.21777755999994,44.99139006100006
Sig 316,-93.20992899999999,44.99175400000007
Sig 9999989,-93.25172345199996,44.99097109500008
Sig 461,-93.25568068599995,44.98932656300008
Sig 9999988,-93.25710206899998,44.98920419200005
Sig 632,-93.25853099999995,44.98869200000007
Sig 329,-93.26004099999994,44.98783400000008
Sig 9026400,-93.33190099999996,44.88344600000005
Sig 8002700,-93.32579199999998,44.88342000000006
Sig 8048900,-93.32418499999994,44.88343500000008
Sig 8002900,-93.31634912099997,44.88376627600007
Sig 8007600,-93.31235372999998,44.88373639400004
Sig 8003100,-93.30336533299999,44.88328653400004
Sig 9010730,-93.29636893899999,44.88370528000007
Sig 9010725,-93.29549292999997,44.88365415300007
Sig 8023600,-93.29063117499999,44.88276436700005
Sig 8028500,-93.28174388499997,44.88327018600006
Sig 8003900,-93.25790193299997,44.88325809600008
Sig 8004000,-93.25268561799999,44.88342139900004
Sig 9010640,-93.24785599999996,44.88377300000008
Sig 9010635,-93.24597399999999,44.88381600000008
Sig 8015700,-93.30380999999994,45.05837400000007
Sig 9021000,-93.45980900099994,44.85819100000003
Sig 22264,-93.45931699999994,44.86268300000006
Sig 8057905,-93.45900199999994,44.86467900000008
Sig 8030600,-93.44716699999998,44.89183800000006
Sig 8057800,-93.46225399999997,44.82005300000003
Sig 8057350,-93.43988799999994,44.83818500000007
Sig 8057400,-93.44001299999996,44.84380000000004
Sig 8057450,-93.43774099999996,44.84875500000004
Sig 8057500,-93.43235499999997,44.85218000000003
Sig 8057550,-93.42932699999994,44.85505100000006
Sig 8057600,-93.42691599899996,44.85696800000005
Sig 8057650,-93.42599200099994,44.85967800000003
Sig 21699,-93.42579499999994,44.86187000000007
Sig 21698,-93.42477999999994,44.86312500000003
Sig 22570,-93.41948099999996,44.86598700000008
Sig 22118,-93.41390972199997,44.88231453100008
Sig 8036500,-93.41478676699995,44.88258516000008
Sig 8042900,-93.41975199999996,44.88864000000007
Sig 8030400,-93.42015499999997,44.89127000000008
Sig 8030300,-93.42067899999995,44.89339200000006
Sig 8024700,-93.42045099999996,44.89543000000003
Sig 8024600,-93.42231199999998,44.89815400000003
Sig 8027900,-93.42812999999995,44.90555500000005
Sig 8039300,-93.42809599999998,44.91277800000006
Sig 8040400,-93.42668936199999,44.92415998400003
Sig 20140,-93.42955791799994,44.93051234600006
Sig 8039600,-93.44116399999996,44.94946400000003
Sig 8032200,-93.37100887399998,44.85024966400005
Sig 8028100,-93.36328699999996,44.85412900000006
Sig 8054900,-93.36264799999998,44.85605300000003
